split,seed,episode_id,nav_deviation,manipulation_slip,trap_pressure,sensor_uncertainty,latent_mode_shift,clutter,budget,direct_shortcut_nominal_cost,direct_shortcut_true_failure,direct_shortcut_true_recovery,direct_shortcut_true_trap,direct_shortcut_true_damage,direct_shortcut_branch_entropy,robust_margin_route_nominal_cost,robust_margin_route_true_failure,robust_margin_route_true_recovery,robust_margin_route_true_trap,robust_margin_route_true_damage,robust_margin_route_branch_entropy,contingency_branch_nominal_cost,contingency_branch_true_failure,contingency_branch_true_recovery,contingency_branch_true_trap,contingency_branch_true_damage,contingency_branch_branch_entropy,diagnostic_staging_nominal_cost,diagnostic_staging_true_failure,diagnostic_staging_true_recovery,diagnostic_staging_true_trap,diagnostic_staging_true_damage,diagnostic_staging_branch_entropy,reversible_probe_nominal_cost,reversible_probe_true_failure,reversible_probe_true_recovery,reversible_probe_true_trap,reversible_probe_true_damage,reversible_probe_branch_entropy,conservative_backoff_nominal_cost,conservative_backoff_true_failure,conservative_backoff_true_recovery,conservative_backoff_true_trap,conservative_backoff_true_damage,conservative_backoff_branch_entropy,dual_recovery_branch_nominal_cost,dual_recovery_branch_true_failure,dual_recovery_branch_true_recovery,dual_recovery_branch_true_trap,dual_recovery_branch_true_damage,dual_recovery_branch_branch_entropy
object_slip_shift,6,8,0.09151,0.42216,0.11017,0.18911,0.10712,0.30098,2.28334,1.00895,0.24029,0.19884,0.10940,0.24589,0.03683,1.56038,0.13485,0.51640,0.00625,0.09334,0.21844,1.83066,0.12021,0.76959,0.00100,0.11642,0.56886,1.62201,0.04748,0.89125,0.00100,0.00100,0.62448,1.88737,0.05722,0.90794,0.00100,0.00100,0.77685,2.36923,0.09775,0.64320,0.00100,0.06474,0.25937,2.08174,0.06169,0.92785,0.00100,0.04615,0.85935
object_slip_shift,6,9,0.12273,0.51313,0.14878,0.17940,0.13226,0.22323,2.37704,1.09352,0.26334,0.16245,0.15141,0.26695,0.05384,1.67929,0.16980,0.47753,0.02482,0.14145,0.23216,1.73193,0.18314,0.72898,0.00100,0.18201,0.45386,1.71514,0.07594,0.90741,0.00100,0.00423,0.68683,1.82164,0.08590,0.88449,0.00100,0.01579,0.67599,2.43072,0.13083,0.65078,0.00100,0.09904,0.29228,2.07611,0.07093,0.94453,0.00100,0.04467,0.86665
object_slip_shift,6,10,0.12916,0.47095,0.16954,0.13643,0.11689,0.21155,2.20236,1.05367,0.25936,0.17636,0.15796,0.26748,0.01000,1.69753,0.13468,0.52683,0.01419,0.08703,0.21400,1.79696,0.11447,0.77022,0.00100,0.09492,0.57571,1.81845,0.07524,0.87536,0.00100,0.00920,0.61060,1.85236,0.05397,0.92450,0.00100,0.00100,0.66830,2.46309,0.12901,0.69131,0.00100,0.10835,0.34583,2.12254,0.07365,0.95024,0.00100,0.04684,0.87284
object_slip_shift,6,11,0.20314,0.53696,0.14418,0.19480,0.08672,0.26206,2.23424,1.12916,0.28997,0.22186,0.12755,0.25121,0.13052,1.68131,0.17504,0.45626,0.02465,0.13292,0.20886,1.80117,0.16537,0.75061,0.00100,0.13172,0.50211,1.59035,0.10718,0.89497,0.00100,0.01474,0.61674,1.87704,0.09207,0.88035,0.00100,0.00459,0.69187,2.53389,0.12702,0.66875,0.00100,0.08749,0.27244,2.15647,0.08309,0.95899,0.00100,0.04426,0.90965
object_slip_shift,6,12,0.11852,0.44510,0.18408,0.19220,0.08707,0.23695,2.39451,1.04590,0.24715,0.15699,0.17513,0.26780,0.07783,1.59504,0.13658,0.46735,0.02343,0.10280,0.16712,1.80572,0.13945,0.74808,0.00100,0.13118,0.59847,1.66299,0.06072,0.94065,0.00100,0.00100,0.64267,1.81194,0.05379,0.90675,0.00100,0.00100,0.72174,2.49860,0.10649,0.67522,0.00100,0.07540,0.28122,2.01177,0.06862,0.93090,0.00100,0.04809,0.80854
object_slip_shift,6,13,0.11334,0.46831,0.13881,0.19450,0.05581,0.23404,2.33348,0.97132,0.26007,0.16656,0.13436,0.27607,0.08917,1.57759,0.14280,0.46545,0.01204,0.11446,0.20409,1.73038,0.12979,0.78474,0.00100,0.11978,0.59898,1.65962,0.09039,0.88419,0.00100,0.03510,0.68362,1.93117,0.08373,0.89789,0.00100,0.02899,0.72419,2.33891,0.11439,0.66711,0.00100,0.08597,0.27313,2.03696,0.07489,0.95154,0.00100,0.05443,0.81169
object_slip_shift,6,14,0.20508,0.50799,0.25822,0.18633,0.10412,0.21722,2.53252,0.93846,0.30459,0.13760,0.25119,0.31976,0.13893,1.60077,0.15313,0.46136,0.03017,0.11870,0.19932,1.71144,0.14763,0.78446,0.00100,0.11850,0.61809,1.76434,0.09023,0.87350,0.00100,0.00100,0.65408,1.89681,0.11228,0.88868,0.00100,0.04197,0.75185,2.45801,0.13811,0.64602,0.00100,0.10293,0.27630,2.09070,0.09372,0.96324,0.00100,0.05314,0.89427
object_slip_shift,6,15,0.14071,0.46099,0.15992,0.18079,0.16259,0.25750,2.22018,0.99159,0.28771,0.17463,0.16550,0.29304,0.02747,1.70931,0.14635,0.52237,0.01360,0.10557,0.27541,1.78347,0.14354,0.73779,0.00100,0.11828,0.49733,1.58434,0.08426,0.91452,0.00100,0.01884,0.62770,1.97247,0.07943,0.93722,0.00100,0.01268,0.75740,2.41718,0.10592,0.66656,0.00100,0.06696,0.29786,2.16237,0.09018,0.94671,0.00100,0.06688,0.83510
object_slip_shift,6,16,0.15890,0.51787,0.13805,0.15107,0.12869,0.30402,2.44339,1.14288,0.29193,0.18768,0.13629,0.27854,0.10296,1.53326,0.18330,0.46816,0.02786,0.14400,0.14878,1.69393,0.13573,0.76902,0.00100,0.10671,0.55367,1.73968,0.08996,0.90453,0.00100,0.01171,0.63081,1.88115,0.10649,0.90103,0.00100,0.03816,0.73339,2.50549,0.11982,0.69535,0.00100,0.07607,0.38136,2.02757,0.08969,0.98131,0.00100,0.04632,0.84472
object_slip_shift,6,17,0.15694,0.37964,0.24567,0.14741,0.13687,0.28157,2.39552,1.00606,0.26032,0.16401,0.22367,0.29037,0.08913,1.60550,0.14406,0.49293,0.03403,0.11510,0.28615,1.72613,0.13209,0.74960,0.00100,0.11455,0.56800,1.64539,0.08086,0.90211,0.00100,0.00900,0.55562,1.82802,0.07387,0.87969,0.00100,0.00953,0.66686,2.43575,0.10304,0.67178,0.00100,0.05944,0.23335,2.06918,0.07345,0.92154,0.00100,0.04124,0.81424
object_slip_shift,6,18,0.12047,0.43642,0.19557,0.15630,0.12462,0.23738,2.33516,1.04491,0.26518,0.18688,0.17703,0.29220,0.10921,1.58455,0.14170,0.43211,0.04687,0.11211,0.10997,1.75723,0.12599,0.76230,0.00100,0.11428,0.59854,1.72535,0.05470,0.90025,0.00100,0.00100,0.58997,1.84177,0.07562,0.90346,0.00100,0.02343,0.77813,2.49080,0.11347,0.65260,0.00100,0.07864,0.28300,1.97252,0.05109,0.98956,0.00100,0.01700,0.91674
object_slip_shift,6,19,0.17740,0.46025,0.15367,0.19317,0.02453,0.26227,2.38094,1.11159,0.24938,0.18828,0.12760,0.22943,0.01255,1.58023,0.13597,0.49683,0.00883,0.09201,0.21635,1.79147,0.12431,0.74740,0.00100,0.09935,0.53505,1.72618,0.08532,0.91594,0.00100,0.00100,0.64123,1.90232,0.08984,0.91796,0.00100,0.02279,0.68875,2.40145,0.11920,0.67968,0.00100,0.08827,0.29745,2.09272,0.07746,0.93996,0.00100,0.04516,0.88518
object_slip_shift,6,20,0.15855,0.47348,0.24912,0.17957,0.09557,0.20111,2.27249,0.98506,0.27528,0.13106,0.24051,0.31120,0.12994,1.70012,0.15831,0.47448,0.04021,0.13098,0.19335,1.71529,0.15822,0.75834,0.00100,0.14701,0.55890,1.67564,0.08871,0.84615,0.00100,0.01257,0.54751,1.81504,0.08946,0.92810,0.00100,0.02138,0.80276,2.35412,0.10990,0.70497,0.00100,0.07875,0.25980,2.08278,0.08392,0.95929,0.00100,0.04842,0.79906
object_slip_shift,6,21,0.15557,0.50498,0.21416,0.17169,0.05782,0.25366,2.31757,1.06607,0.28564,0.16319,0.18757,0.30229,0.05744,1.54168,0.13922,0.48780,0.01871,0.10332,0.15677,1.76689,0.13820,0.73280,0.00100,0.11628,0.45071,1.70379,0.09675,0.91336,0.00100,0.02594,0.71771,1.86269,0.09325,0.92490,0.00100,0.02500,0.72885,2.40258,0.10373,0.64526,0.00100,0.06703,0.27605,2.03510,0.07898,0.96090,0.00100,0.05007,0.91775
object_slip_shift,6,22,0.16405,0.43346,0.11442,0.15689,0.10198,0.24671,2.37903,1.04407,0.24557,0.19467,0.11219,0.22748,0.13732,1.68284,0.13697,0.51552,0.01151,0.08900,0.19262,1.74820,0.13016,0.77703,0.00100,0.11339,0.52743,1.63375,0.09780,0.86357,0.00100,0.04306,0.61674,1.79449,0.08105,0.91695,0.00100,0.01581,0.68972,2.37907,0.09106,0.67117,0.00100,0.05257,0.29484,2.09829,0.07781,0.96839,0.00100,0.04875,0.82258
object_slip_shift,6,23,0.14840,0.39553,0.14417,0.19242,0.12252,0.23041,2.20598,1.03353,0.26190,0.14734,0.15358,0.26981,0.01355,1.58014,0.14722,0.44043,0.03166,0.11433,0.08835,1.74077,0.13171,0.76778,0.00100,0.11607,0.50825,1.71879,0.08017,0.87093,0.00100,0.02107,0.60845,1.84574,0.08194,0.85778,0.00100,0.02249,0.62041,2.47510,0.11024,0.64597,0.00100,0.07868,0.26523,2.02791,0.06262,0.95128,0.00100,0.02627,0.81660
object_slip_shift,6,24,0.23458,0.49114,0.17548,0.20534,0.15305,0.25066,2.26507,1.00927,0.31690,0.15172,0.18247,0.29569,0.09400,1.61413,0.18196,0.47334,0.03402,0.13403,0.17901,1.69807,0.15529,0.70733,0.00100,0.10611,0.50698,1.75353,0.08846,0.88615,0.00100,0.00100,0.59415,1.85023,0.11391,0.88261,0.00100,0.03526,0.70539,2.41746,0.12496,0.65693,0.00100,0.08257,0.36039,1.91040,0.11260,0.94247,0.00100,0.06914,0.88981
object_slip_shift,6,25,0.18630,0.43241,0.21462,0.16450,0.07827,0.24222,2.39289,1.03633,0.28686,0.17436,0.19872,0.30040,0.13923,1.59825,0.13757,0.50748,0.01670,0.09702,0.25417,1.58300,0.12928,0.75982,0.00100,0.09910,0.50704,1.62187,0.10223,0.90940,0.00100,0.02754,0.62679,1.98380,0.07623,0.90131,0.00100,0.00100,0.76626,2.35164,0.10032,0.64941,0.00100,0.06706,0.21241,2.07805,0.09551,0.89960,0.00100,0.07123,0.80154
object_slip_shift,6,26,0.14417,0.43933,0.13959,0.17324,0.09624,0.23558,2.37292,0.96361,0.26690,0.19327,0.12809,0.26782,0.01000,1.61230,0.16000,0.50427,0.02350,0.12599,0.27843,1.79663,0.12419,0.77011,0.00100,0.10625,0.56247,1.68254,0.08636,0.85555,0.00100,0.02057,0.66336,1.80188,0.08327,0.92361,0.00100,0.01963,0.73061,2.40887,0.12110,0.66805,0.00100,0.09392,0.30545,2.13829,0.07901,0.94507,0.00100,0.05015,0.85685
object_slip_shift,6,27,0.22733,0.50136,0.16141,0.18150,0.13978,0.23994,2.23449,0.95498,0.32229,0.16433,0.16777,0.30223,0.12854,1.61960,0.18748,0.48075,0.03150,0.15551,0.25955,1.60812,0.15167,0.76790,0.00100,0.11920,0.49025,1.67981,0.11587,0.90008,0.00100,0.02838,0.68073,1.90020,0.10366,0.91245,0.00100,0.01498,0.71879,2.46960,0.12599,0.61768,0.00100,0.07618,0.22736,2.07555,0.11038,0.96153,0.00100,0.07379,0.83074
object_slip_shift,6,28,0.21750,0.42696,0.13906,0.16119,0.16063,0.24706,2.24892,1.03242,0.29518,0.16012,0.15897,0.26873,0.08542,1.56991,0.16920,0.45249,0.03681,0.11697,0.18640,1.79331,0.14526,0.75861,0.00100,0.11387,0.49534,1.61825,0.08285,0.86497,0.00100,0.00100,0.55986,1.86705,0.08648,0.87767,0.00100,0.00747,0.66804,2.48159,0.13533,0.62040,0.00100,0.09919,0.34443,1.95440,0.10174,0.92309,0.00100,0.05800,0.81138
object_slip_shift,6,29,0.18323,0.45985,0.21086,0.21509,0.10540,0.26347,2.27953,1.02189,0.29002,0.16767,0.18166,0.30387,0.11383,1.57200,0.13881,0.51136,0.01873,0.09866,0.29197,1.66042,0.13029,0.76720,0.00100,0.09789,0.49869,1.70286,0.09439,0.86095,0.00100,0.01729,0.58972,1.85711,0.07802,0.86736,0.00100,0.00100,0.65693,2.47764,0.11790,0.64529,0.00100,0.08382,0.31404,2.06241,0.07971,0.93183,0.00100,0.04165,0.88445
object_slip_shift,6,30,0.13064,0.46420,0.18526,0.19562,0.07442,0.20844,2.33526,0.95812,0.25634,0.17306,0.15799,0.27486,0.03588,1.63534,0.15023,0.47321,0.03133,0.11959,0.29612,1.77451,0.13082,0.77422,0.00100,0.11898,0.58618,1.68361,0.07666,0.86444,0.00100,0.01023,0.59218,1.80122,0.10128,0.86955,0.00100,0.05089,0.65904,2.46758,0.11450,0.65271,0.00100,0.09130,0.33429,2.02272,0.05490,0.91962,0.00100,0.01884,0.73342
object_slip_shift,6,31,0.17454,0.43499,0.14498,0.19852,0.06065,0.20073,2.18940,0.94755,0.25540,0.16609,0.14360,0.24852,0.11969,1.69615,0.14954,0.51902,0.00483,0.11255,0.20683,1.75356,0.13988,0.76528,0.00100,0.11834,0.59759,1.59839,0.11161,0.85748,0.00100,0.04884,0.61250,1.86789,0.06874,0.86345,0.00100,0.00100,0.55109,2.47939,0.10282,0.65655,0.00100,0.07234,0.25999,2.09656,0.06440,0.96045,0.00100,0.02600,0.94297
object_slip_shift,6,32,0.15744,0.51321,0.21188,0.14357,0.09979,0.29765,2.21771,1.06537,0.31371,0.16361,0.19753,0.33296,0.07538,1.72203,0.15885,0.47769,0.03307,0.12509,0.26821,1.66455,0.13555,0.76558,0.00100,0.11222,0.59183,1.73682,0.08903,0.91017,0.00100,0.00644,0.66210,1.80248,0.10300,0.86188,0.00100,0.03568,0.76415,2.46093,0.12967,0.65502,0.00100,0.09146,0.21220,2.07340,0.07437,0.94696,0.00100,0.03521,0.91518
object_slip_shift,6,33,0.12446,0.52301,0.15272,0.21048,0.06577,0.19889,2.25450,0.95756,0.27573,0.16248,0.14953,0.28549,0.07368,1.60480,0.14786,0.49011,0.01111,0.11013,0.12570,1.74488,0.14317,0.75244,0.00100,0.12751,0.59642,1.78380,0.08359,0.86790,0.00100,0.01860,0.64984,1.84619,0.08626,0.88674,0.00100,0.02080,0.71043,2.48204,0.11884,0.68832,0.00100,0.08797,0.42296,2.06381,0.08176,0.95649,0.00100,0.05588,0.95228
object_slip_shift,6,34,0.16186,0.48915,0.15610,0.16340,0.08848,0.26880,2.21685,1.10205,0.28717,0.20738,0.13626,0.28046,0.09239,1.60519,0.18608,0.46007,0.03102,0.16214,0.25418,1.84585,0.14754,0.73204,0.00100,0.12695,0.47895,1.82975,0.09485,0.91106,0.00100,0.02508,0.73452,1.86034,0.10281,0.91895,0.00100,0.03726,0.75392,2.48292,0.11755,0.67052,0.00100,0.07363,0.21580,2.06544,0.06225,0.96781,0.00100,0.01751,0.89099
object_slip_shift,6,35,0.21824,0.52836,0.17742,0.20085,0.12085,0.23114,2.18692,0.91422,0.32055,0.17407,0.16055,0.30545,0.05682,1.60630,0.18173,0.49064,0.02323,0.13970,0.20941,1.67053,0.15958,0.72795,0.00100,0.11474,0.46246,1.69181,0.11392,0.86918,0.00100,0.02600,0.54933,1.92798,0.11133,0.87913,0.00100,0.03304,0.79824,2.47735,0.13460,0.64607,0.00100,0.09022,0.31892,2.01506,0.09540,0.96420,0.00100,0.05060,0.86895
object_slip_shift,6,36,0.11731,0.47711,0.19892,0.21335,0.13288,0.25708,2.34964,1.04573,0.28834,0.13289,0.20400,0.32534,0.09641,1.59381,0.15404,0.46432,0.03323,0.12287,0.24921,1.71570,0.11736,0.75436,0.00100,0.10277,0.55209,1.72907,0.08928,0.89109,0.00100,0.03094,0.67653,1.87714,0.08086,0.89759,0.00100,0.02157,0.71269,2.45228,0.11568,0.64041,0.00100,0.07709,0.25158,2.00354,0.08078,0.93156,0.00100,0.05793,0.82344
object_slip_shift,6,37,0.11702,0.48613,0.29620,0.19879,0.13538,0.20099,2.14532,1.01149,0.27739,0.13089,0.26742,0.33845,0.09831,1.54977,0.16542,0.46232,0.05281,0.14614,0.19973,1.71774,0.12949,0.70750,0.00100,0.11755,0.41414,1.66468,0.10942,0.87667,0.00100,0.05411,0.53301,1.89620,0.07018,0.89343,0.00100,0.00492,0.75927,2.37254,0.11603,0.69623,0.00100,0.08679,0.31156,2.04763,0.07662,0.92364,0.00100,0.05614,0.75611
object_slip_shift,6,38,0.14155,0.37103,0.24640,0.16767,0.15666,0.22021,2.27674,1.08935,0.25007,0.17809,0.21915,0.28677,0.14378,1.59569,0.14630,0.46694,0.04516,0.11765,0.16042,1.78629,0.10446,0.77189,0.00100,0.08815,0.52392,1.63779,0.07480,0.88364,0.00100,0.01415,0.54953,1.85751,0.05223,0.90689,0.00100,0.00100,0.75501,2.42678,0.11412,0.67541,0.00100,0.08153,0.34310,2.06405,0.05680,0.98749,0.00100,0.03635,0.92876
object_slip_shift,6,39,0.21450,0.42727,0.18783,0.16535,0.13258,0.26067,2.30464,0.97217,0.29385,0.20381,0.16707,0.28524,0.15521,1.48380,0.17186,0.48417,0.02880,0.13436,0.24636,1.66086,0.16937,0.74878,0.00100,0.14361,0.54692,1.68880,0.08260,0.93368,0.00100,0.00117,0.67343,1.75171,0.08995,0.90003,0.00100,0.01402,0.73694,2.42668,0.11227,0.70221,0.00100,0.07541,0.30328,2.01594,0.09498,0.95426,0.00100,0.05901,0.90298
object_slip_shift,6,40,0.17134,0.44739,0.16737,0.21270,0.08018,0.28130,2.29171,1.00889,0.28057,0.17322,0.15698,0.28489,0.13682,1.53656,0.14189,0.50126,0.01761,0.08929,0.25438,1.79733,0.14282,0.72541,0.00100,0.12480,0.47243,1.74949,0.07744,0.90895,0.00100,0.00179,0.63117,1.82764,0.07848,0.87645,0.00100,0.00741,0.71214,2.47830,0.11063,0.64950,0.00100,0.06885,0.23505,2.06965,0.07984,0.96443,0.00100,0.04895,0.94454
object_slip_shift,6,41,0.14641,0.46065,0.24437,0.17742,0.09850,0.25754,2.21101,1.03730,0.26832,0.16780,0.21555,0.29289,0.06708,1.63948,0.16426,0.48939,0.03198,0.14048,0.25840,1.77782,0.13334,0.78148,0.00100,0.11295,0.52350,1.69073,0.07293,0.86227,0.00100,0.00832,0.54014,1.87211,0.07864,0.89966,0.00100,0.00541,0.65771,2.46130,0.10336,0.67373,0.00100,0.06883,0.23071,2.03576,0.07399,0.99900,0.00100,0.04096,0.94989
object_slip_shift,6,42,0.17432,0.45447,0.14661,0.16229,0.06529,0.25570,2.31785,1.11031,0.26563,0.20237,0.13542,0.24904,0.12453,1.58482,0.14800,0.49467,0.01289,0.11048,0.24504,1.80165,0.14765,0.77564,0.00100,0.12190,0.55564,1.67303,0.09724,0.87493,0.00100,0.02380,0.60505,1.83700,0.07869,0.93473,0.00100,0.01030,0.73852,2.43144,0.11458,0.66129,0.00100,0.08150,0.23066,2.07257,0.09190,0.92219,0.00100,0.06497,0.83476
object_slip_shift,6,43,0.15935,0.38650,0.20737,0.19979,0.07802,0.22098,2.23372,0.99309,0.24619,0.13449,0.19399,0.26845,0.02656,1.77250,0.13251,0.46211,0.03514,0.09974,0.23403,1.73967,0.12581,0.73988,0.00100,0.11071,0.57894,1.78512,0.07658,0.87570,0.00100,0.01484,0.49608,1.87936,0.06968,0.91166,0.00100,0.00100,0.69878,2.39903,0.10765,0.66727,0.00100,0.07455,0.28132,1.98397,0.07151,0.95007,0.00100,0.04842,0.83866
object_slip_shift,6,44,0.18395,0.51596,0.20837,0.18865,0.08269,0.24965,2.42665,1.05906,0.30286,0.13151,0.20884,0.31221,0.08210,1.60532,0.18199,0.44722,0.03272,0.15460,0.16235,1.73592,0.14544,0.78576,0.00100,0.11816,0.55090,1.66497,0.11208,0.86288,0.00100,0.03324,0.60785,1.75935,0.09372,0.89086,0.00100,0.01538,0.73082,2.44252,0.10448,0.68474,0.00100,0.06047,0.24524,1.98903,0.08316,0.95762,0.00100,0.05125,0.87951
object_slip_shift,6,45,0.17052,0.55305,0.15714,0.18731,0.09813,0.18539,2.26421,0.87004,0.31599,0.15779,0.16017,0.31407,0.08096,1.54321,0.16999,0.51450,0.01358,0.13698,0.30412,1.73262,0.14887,0.75081,0.00100,0.12887,0.47224,1.67780,0.11223,0.84851,0.00100,0.03516,0.60153,1.84222,0.08607,0.91646,0.00100,0.02261,0.72163,2.45779,0.12480,0.67096,0.00100,0.09514,0.19951,2.11177,0.10399,0.95970,0.00100,0.06959,0.88611
object_slip_shift,6,46,0.12487,0.51601,0.20665,0.14028,0.10971,0.26207,2.34491,1.01948,0.28116,0.16181,0.18660,0.30598,0.07572,1.63322,0.14843,0.49230,0.03107,0.11007,0.17342,1.69733,0.13418,0.78506,0.00100,0.12307,0.65204,1.61005,0.09107,0.85848,0.00100,0.02435,0.46376,1.88976,0.07344,0.90736,0.00100,0.01265,0.73617,2.48893,0.11912,0.66381,0.00100,0.08126,0.34611,2.08896,0.09682,0.94382,0.00100,0.08137,0.95232
object_slip_shift,6,47,0.08894,0.54143,0.18188,0.18371,0.09582,0.21049,2.32808,0.98934,0.27969,0.19253,0.16069,0.30541,0.09821,1.66908,0.15829,0.52498,0.01706,0.13349,0.30839,1.82827,0.13626,0.81360,0.00100,0.13202,0.53847,1.69231,0.09200,0.89036,0.00100,0.03671,0.56407,1.85136,0.06800,0.92060,0.00100,0.00830,0.69501,2.44886,0.11848,0.66819,0.00100,0.08921,0.30466,2.17415,0.07372,0.95118,0.00100,0.05388,0.86417
object_slip_shift,6,48,0.13112,0.46389,0.23644,0.12690,0.14558,0.25049,2.27944,0.99164,0.26928,0.12746,0.23898,0.30399,0.02761,1.58781,0.16122,0.47703,0.04547,0.13760,0.24311,1.78705,0.14194,0.73146,0.00100,0.12910,0.49221,1.58580,0.06535,0.90888,0.00100,0.00100,0.62843,1.80742,0.08318,0.89417,0.00100,0.01994,0.68455,2.44812,0.11833,0.70031,0.00100,0.08245,0.33471,1.95100,0.08612,0.93510,0.00100,0.06567,0.86463
object_slip_shift,6,49,0.19475,0.48734,0.22949,0.22696,0.10133,0.16154,2.41810,1.00856,0.29678,0.17392,0.19589,0.30827,0.13009,1.59445,0.15071,0.47513,0.03429,0.10864,0.19285,1.64925,0.16148,0.70820,0.00100,0.14074,0.45341,1.72415,0.09103,0.88422,0.00100,0.01401,0.65091,1.87325,0.09894,0.91321,0.00100,0.02304,0.74503,2.46684,0.12715,0.63344,0.00100,0.09970,0.24726,2.05890,0.07278,0.93679,0.00100,0.03570,0.92126
object_slip_shift,6,50,0.14327,0.42539,0.15432,0.20045,0.12595,0.30027,2.34201,1.05934,0.25007,0.18424,0.14242,0.24370,0.05256,1.61405,0.15465,0.48794,0.02215,0.12122,0.13260,1.70557,0.12307,0.76996,0.00100,0.10866,0.60855,1.57933,0.08803,0.87805,0.00100,0.02365,0.68306,1.86547,0.08096,0.90446,0.00100,0.01441,0.77351,2.42399,0.11618,0.66777,0.00100,0.07097,0.27145,2.08440,0.09110,0.94786,0.00100,0.06879,0.91705
object_slip_shift,6,51,0.11955,0.47196,0.16347,0.14853,0.08537,0.27480,2.37436,0.86848,0.25935,0.18311,0.15322,0.27148,0.11356,1.58726,0.17057,0.44991,0.02459,0.14721,0.14678,1.70096,0.13194,0.77219,0.00100,0.11846,0.58170,1.68020,0.09962,0.86444,0.00100,0.04447,0.63682,1.71406,0.08296,0.90837,0.00100,0.01919,0.75331,2.46949,0.12923,0.71170,0.00100,0.09729,0.36641,2.11751,0.06854,0.96418,0.00100,0.04085,0.86090
object_slip_shift,6,52,0.15554,0.51321,0.19724,0.16125,0.10962,0.19005,2.21314,1.08359,0.27838,0.14403,0.19791,0.28945,0.04892,1.57627,0.15181,0.48641,0.02663,0.11552,0.24549,1.69945,0.15888,0.74928,0.00100,0.13929,0.45533,1.66926,0.09382,0.87855,0.00100,0.01976,0.56015,1.89797,0.10018,0.91828,0.00100,0.03618,0.81484,2.43983,0.13052,0.67924,0.00100,0.09833,0.26073,1.94635,0.08912,0.99318,0.00100,0.06428,0.93991
object_slip_shift,6,53,0.12472,0.48508,0.22764,0.17960,0.09373,0.24534,2.16980,1.03228,0.25156,0.19503,0.19168,0.27295,0.15101,1.64035,0.15920,0.47941,0.03510,0.13508,0.22424,1.81765,0.15482,0.74027,0.00100,0.14491,0.56714,1.68784,0.08803,0.86135,0.00100,0.02058,0.51868,1.84116,0.09043,0.89135,0.00100,0.03411,0.65343,2.46305,0.13140,0.66072,0.00100,0.10565,0.28621,2.09893,0.08643,0.95099,0.00100,0.06377,0.83442
object_slip_shift,6,54,0.15966,0.50749,0.19196,0.16842,0.13179,0.24036,2.27079,1.06910,0.30478,0.17566,0.17949,0.31562,0.08694,1.64220,0.15588,0.49581,0.02549,0.11617,0.27561,1.74220,0.15687,0.76863,0.00100,0.13208,0.60882,1.72039,0.08966,0.89921,0.00100,0.00674,0.66592,1.80577,0.09588,0.91845,0.00100,0.03413,0.71744,2.43607,0.11952,0.69710,0.00100,0.08706,0.42177,2.02816,0.09325,0.95958,0.00100,0.06101,0.89532
object_slip_shift,6,55,0.15042,0.44598,0.13827,0.19774,0.11035,0.31182,2.39830,1.02326,0.28634,0.15036,0.15332,0.28775,0.09656,1.56673,0.14061,0.47510,0.01457,0.09402,0.17924,1.70746,0.13544,0.75016,0.00100,0.11920,0.51641,1.67587,0.06674,0.87381,0.00100,0.00100,0.58884,1.82876,0.08697,0.92535,0.00100,0.01632,0.79905,2.44819,0.10290,0.65962,0.00100,0.05633,0.32051,1.98340,0.06053,0.95714,0.00100,0.03255,0.89019
object_slip_shift,6,56,0.18300,0.46807,0.16948,0.23804,0.14140,0.21304,2.23318,1.01020,0.29807,0.16113,0.17083,0.29517,0.10292,1.63677,0.16791,0.47225,0.03138,0.12739,0.16450,1.80412,0.14593,0.76653,0.00100,0.11101,0.55578,1.64348,0.09500,0.85825,0.00100,0.01936,0.64599,1.99212,0.08582,0.89885,0.00100,0.00899,0.72393,2.42759,0.12982,0.66926,0.00100,0.09643,0.25804,2.09089,0.09919,0.93443,0.00100,0.06486,0.87611
object_slip_shift,6,57,0.15399,0.41416,0.20245,0.16461,0.13659,0.25935,2.15018,0.93469,0.26307,0.17934,0.18917,0.27886,0.14130,1.64497,0.15660,0.41944,0.05052,0.12623,0.14394,1.82111,0.12135,0.77418,0.00100,0.09979,0.55465,1.77591,0.07125,0.91656,0.00100,0.00100,0.60233,1.90817,0.06557,0.87922,0.00100,0.00100,0.62697,2.49500,0.11893,0.67194,0.00100,0.08617,0.34644,1.95908,0.06807,0.93263,0.00100,0.03753,0.83642
object_slip_shift,6,58,0.16593,0.51194,0.19885,0.21768,0.15813,0.30725,2.29170,1.06811,0.29515,0.14650,0.19340,0.29707,0.03082,1.72488,0.17721,0.49153,0.03179,0.13787,0.28217,1.76120,0.15277,0.75069,0.00100,0.12109,0.52519,1.63967,0.08132,0.88509,0.00100,0.00100,0.57351,1.86791,0.09547,0.89900,0.00100,0.02936,0.84306,2.50019,0.09136,0.69405,0.00100,0.04436,0.31801,2.10890,0.11606,0.96058,0.00100,0.07942,0.87364
