split,seed,episode_id,method,plan_type,goal_success,deviation,recovered,irreversible_failure,damage,budget_overrun,total_cost,recovery_attempts,calibration_error,failure_label,predicted_failure,predicted_recovery,predicted_trap,predicted_damage,nav_deviation,manipulation_slip,trap_pressure,sensor_uncertainty,budget
open_easy,1,16,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.72072,0,0.05962,success,0.01589,0.99000,0.04947,0.01000,0.15433,0.05655,0.05270,0.06910,2.58844
open_easy,1,16,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.01888,0,0.25377,success,0.10502,0.27254,0.01000,0.16738,0.15433,0.05655,0.05270,0.06910,2.58844
open_easy,1,16,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.44988,0,0.22219,success,0.21839,0.80242,0.16904,0.01000,0.15433,0.05655,0.05270,0.06910,2.58844
open_easy,1,16,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.72072,0,0.05962,success,0.01589,0.99000,0.04947,0.01000,0.15433,0.05655,0.05270,0.06910,2.58844
open_easy,1,16,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.72072,0,0.05962,success,0.01589,0.99000,0.04947,0.01000,0.15433,0.05655,0.05270,0.06910,2.58844
open_easy,1,16,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.72072,0,0.05962,success,0.01589,0.99000,0.04947,0.01000,0.15433,0.05655,0.05270,0.06910,2.58844
open_easy,1,16,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.72072,0,0.05962,success,0.01589,0.99000,0.04947,0.01000,0.15433,0.05655,0.05270,0.06910,2.58844
open_easy,1,17,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.95115,0,0.16049,success,0.04291,0.37420,0.01000,0.12364,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,17,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.65962,0,0.02052,success,0.01000,0.94821,0.01000,0.01000,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,17,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.95115,0,0.16049,success,0.04291,0.37420,0.01000,0.12364,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,17,robust_margin_planner,conservative_backoff,0,0,0,0,0,1,2.42688,0,0.97768,budget_overrun,0.01000,0.76793,0.01000,0.01000,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,17,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.65962,0,0.02052,success,0.01000,0.94821,0.01000,0.01000,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,17,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.65962,0,0.02052,success,0.01000,0.94821,0.01000,0.01000,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,17,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.65962,0,0.02052,success,0.01000,0.94821,0.01000,0.01000,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,17,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.65962,0,0.02052,success,0.01000,0.94821,0.01000,0.01000,0.11975,0.13242,0.06103,0.07077,2.38298
open_easy,1,18,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.00139,0,0.43726,success,0.01000,0.25175,0.23210,0.19767,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,18,risk_averse_plan,conservative_backoff,1,0,0,0,0,0,2.34437,0,0.02035,success,0.01000,0.96478,0.01000,0.01000,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,18,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.00139,0,0.43726,success,0.01000,0.25175,0.23210,0.19767,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,18,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.34437,0,0.02035,success,0.01000,0.96478,0.01000,0.01000,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,18,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.74633,0,0.07761,success,0.01000,0.97271,0.06734,0.01000,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,18,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.58944,0,0.11858,success,0.01000,0.87795,0.01000,0.10736,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,18,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.58944,0,0.11858,success,0.01000,0.87795,0.01000,0.10736,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,18,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.58944,0,0.11858,success,0.01000,0.87795,0.01000,0.10736,0.12196,0.05681,0.11222,0.07780,2.46857
open_easy,1,19,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.95781,0,0.34806,success,0.01000,0.30092,0.05238,0.28869,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,19,risk_averse_plan,conservative_backoff,1,0,0,0,0,0,2.47500,0,0.02173,success,0.01000,0.82689,0.01000,0.01000,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,19,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.95781,0,0.34806,success,0.01000,0.30092,0.05238,0.28869,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,19,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.47500,0,0.02173,success,0.01000,0.82689,0.01000,0.01000,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,19,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.68746,0,0.26004,success,0.01000,0.76749,0.04113,0.21659,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,19,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.67393,0,0.06869,success,0.01000,0.81027,0.05680,0.01000,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,19,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.67393,0,0.06869,success,0.01000,0.81027,0.05680,0.01000,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,19,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.67393,0,0.06869,success,0.01000,0.81027,0.05680,0.01000,0.09539,0.04109,0.05128,0.07576,2.53396
open_easy,1,20,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.05406,0,0.26905,success,0.28014,0.50618,0.01000,0.12071,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,20,risk_averse_plan,robust_margin_route,1,0,0,0,0,0,1.62534,0,0.02502,success,0.01000,0.49765,0.01000,0.01000,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,20,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.05406,0,0.26905,success,0.28014,0.50618,0.01000,0.12071,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,20,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.62534,0,0.02502,success,0.01000,0.49765,0.01000,0.01000,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,20,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.72497,0,0.04883,success,0.01000,0.78503,0.01000,0.03668,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,20,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.67094,0,0.10047,success,0.02402,0.83535,0.06156,0.03496,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,20,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.67094,0,0.10047,success,0.02402,0.83535,0.06156,0.03496,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,20,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.67094,0,0.10047,success,0.02402,0.83535,0.06156,0.03496,0.12390,0.03038,0.01000,0.11054,2.65824
open_easy,1,21,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.95200,0,0.28510,success,0.14971,0.20579,0.08703,0.07917,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,21,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.54754,0,0.04925,success,0.02025,0.69140,0.01000,0.03300,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,21,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.95200,0,0.28510,success,0.14971,0.20579,0.08703,0.07917,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,21,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.41972,0,0.06000,success,0.29902,0.86623,0.01000,0.01000,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,21,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.54754,0,0.04925,success,0.02025,0.69140,0.01000,0.03300,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,21,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.54754,0,0.04925,success,0.02025,0.69140,0.01000,0.03300,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,21,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.54754,0,0.04925,success,0.02025,0.69140,0.01000,0.03300,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,21,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.54754,0,0.04925,success,0.02025,0.69140,0.01000,0.03300,0.11223,0.07441,0.07717,0.12787,2.64233
open_easy,1,22,nominal_shortest_plan,direct_shortcut,0,1,0,0,1,0,2.37425,1,0.11325,damage_or_lost_object,0.18116,0.15277,0.33271,0.40056,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,22,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.72863,0,0.02103,success,0.01000,0.89658,0.01000,0.01000,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,22,expected_cost_replanner,diagnostic_staging,1,0,0,0,0,0,1.72863,0,0.02103,success,0.01000,0.89658,0.01000,0.01000,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,22,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.40985,0,0.15973,success,0.01000,0.80656,0.01247,0.14533,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,22,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.72863,0,0.02103,success,0.01000,0.89658,0.01000,0.01000,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,22,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.72863,0,0.02103,success,0.01000,0.89658,0.01000,0.01000,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,22,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.72863,0,0.02103,success,0.01000,0.89658,0.01000,0.01000,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,22,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.72863,0,0.02103,success,0.01000,0.89658,0.01000,0.01000,0.10559,0.08218,0.06002,0.06723,2.61172
open_easy,1,23,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.98574,0,0.38416,success,0.07487,0.02743,0.06272,0.24862,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,23,risk_averse_plan,conservative_backoff,0,1,1,0,0,1,3.03457,1,0.94961,budget_overrun,0.02708,0.82700,0.01000,0.03570,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,23,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.98574,0,0.38416,success,0.07487,0.02743,0.06272,0.24862,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,23,robust_margin_planner,conservative_backoff,0,1,1,0,0,1,3.03457,1,0.94961,budget_overrun,0.02708,0.82700,0.01000,0.03570,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,23,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.69974,0,0.13228,success,0.01000,0.87547,0.07402,0.05702,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,23,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.64266,0,0.13295,success,0.01000,0.82592,0.12121,0.01000,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,23,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.64266,0,0.13295,success,0.01000,0.82592,0.12121,0.01000,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,23,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.64266,0,0.13295,success,0.01000,0.82592,0.12121,0.01000,0.17717,0.06406,0.06156,0.08887,2.44916
open_easy,1,24,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.04290,0,0.33188,success,0.01000,0.10196,0.06339,0.25950,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,24,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.71924,0,0.02010,success,0.01000,0.99000,0.01000,0.01000,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,24,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.04290,0,0.33188,success,0.01000,0.10196,0.06339,0.25950,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,24,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.51047,0,0.29770,success,0.27255,0.45056,0.01000,0.13795,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,24,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.71924,0,0.02010,success,0.01000,0.99000,0.01000,0.01000,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,24,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.71924,0,0.02010,success,0.01000,0.99000,0.01000,0.01000,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,24,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.71924,0,0.02010,success,0.01000,0.99000,0.01000,0.01000,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,24,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.71924,0,0.02010,success,0.01000,0.99000,0.01000,0.01000,0.09817,0.10026,0.06930,0.07742,2.49764
open_easy,1,25,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.93332,0,0.40176,success,0.27970,0.25650,0.09001,0.10379,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,25,risk_averse_plan,conservative_backoff,1,0,0,0,0,0,2.40070,0,0.13238,success,0.01000,0.87098,0.01000,0.12109,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,25,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.93332,0,0.40176,success,0.27970,0.25650,0.09001,0.10379,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,25,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.40070,0,0.13238,success,0.01000,0.87098,0.01000,0.12109,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,25,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.68069,0,0.06942,success,0.09333,0.90824,0.05086,0.01000,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,25,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.68069,0,0.06942,success,0.09333,0.90824,0.05086,0.01000,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,25,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.68069,0,0.06942,success,0.09333,0.90824,0.05086,0.01000,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,25,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.68069,0,0.06942,success,0.09333,0.90824,0.05086,0.01000,0.12537,0.08260,0.04675,0.08708,2.65370
open_easy,1,26,nominal_shortest_plan,direct_shortcut,0,1,0,0,0,0,2.39787,1,0.64196,unrecovered_deviation,0.08153,0.41581,0.06403,0.24639,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,26,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.67209,0,0.05128,success,0.01000,0.85815,0.01000,0.03987,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,26,expected_cost_replanner,direct_shortcut,0,1,0,0,0,0,2.39787,1,0.64196,unrecovered_deviation,0.08153,0.41581,0.06403,0.24639,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,26,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.72124,0,0.07596,success,0.12327,0.54603,0.01000,0.01000,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,26,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.67209,0,0.05128,success,0.01000,0.85815,0.01000,0.03987,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,26,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.67209,0,0.05128,success,0.01000,0.85815,0.01000,0.03987,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,26,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.67209,0,0.05128,success,0.01000,0.85815,0.01000,0.03987,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,26,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.67209,0,0.05128,success,0.01000,0.85815,0.01000,0.03987,0.04874,0.14271,0.04626,0.07014,2.56513
open_easy,1,27,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.03263,0,0.09726,success,0.04876,0.25501,0.05094,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,27,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.65533,0,0.03300,success,0.01000,0.84585,0.02146,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,27,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.03263,0,0.09726,success,0.04876,0.25501,0.05094,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,27,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.62457,0,0.03705,success,0.03111,0.45193,0.01000,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,27,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.65533,0,0.03300,success,0.01000,0.84585,0.02146,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,27,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.65533,0,0.03300,success,0.01000,0.84585,0.02146,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,27,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.65533,0,0.03300,success,0.01000,0.84585,0.02146,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,27,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.65533,0,0.03300,success,0.01000,0.84585,0.02146,0.01000,0.13925,0.12133,0.09465,0.09724,2.55086
open_easy,1,28,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.04324,0,0.49627,success,0.34619,0.18265,0.01000,0.20331,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,28,risk_averse_plan,robust_margin_route,1,0,0,0,0,0,1.64982,0,0.02618,success,0.02023,0.69472,0.01000,0.01000,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,28,expected_cost_replanner,contingency_branch,1,0,0,0,0,0,1.56133,0,0.02562,success,0.11903,0.95917,0.01000,0.01076,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,28,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.64982,0,0.02618,success,0.02023,0.69472,0.01000,0.01000,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,28,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.56133,0,0.02562,success,0.11903,0.95917,0.01000,0.01076,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,28,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.73141,0,0.14093,success,0.01000,0.96311,0.13056,0.01000,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,28,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.73141,0,0.14093,success,0.01000,0.96311,0.13056,0.01000,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,28,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.73141,0,0.14093,success,0.01000,0.96311,0.13056,0.01000,0.07800,0.17095,0.04050,0.08408,2.56982
open_easy,1,29,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.03133,0,0.28369,success,0.01000,0.36666,0.07379,0.20357,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,29,risk_averse_plan,conservative_backoff,1,0,0,0,0,0,2.47663,0,0.07292,success,0.01000,0.86819,0.05538,0.01623,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,29,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.03133,0,0.28369,success,0.01000,0.36666,0.07379,0.20357,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,29,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.47663,0,0.07292,success,0.01000,0.86819,0.05538,0.01623,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,29,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.61788,0,0.32783,success,0.14943,0.79562,0.09474,0.20255,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,29,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.76735,0,0.08022,success,0.14571,0.79481,0.04032,0.01000,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,29,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.76735,0,0.08022,success,0.14571,0.79481,0.04032,0.01000,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,29,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.76735,0,0.08022,success,0.14571,0.79481,0.04032,0.01000,0.06101,0.13677,0.01000,0.06809,2.53268
open_easy,1,30,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.00592,0,0.31427,success,0.01000,0.06533,0.07475,0.23018,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,30,risk_averse_plan,contingency_branch,1,0,0,0,0,0,1.72702,0,0.05556,success,0.01000,0.74462,0.01000,0.04300,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,30,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.00592,0,0.31427,success,0.01000,0.06533,0.07475,0.23018,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,30,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.46059,0,0.20071,success,0.10045,0.77501,0.16812,0.01000,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,30,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.72702,0,0.05556,success,0.01000,0.74462,0.01000,0.04300,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,30,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.68205,0,0.10893,success,0.02385,0.85239,0.09541,0.01000,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,30,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.68205,0,0.10893,success,0.02385,0.85239,0.09541,0.01000,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,30,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.68205,0,0.10893,success,0.02385,0.85239,0.09541,0.01000,0.04492,0.13280,0.03171,0.03299,2.54166
open_easy,1,31,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.03239,0,0.39245,success,0.37337,0.23368,0.01000,0.09634,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,31,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.65040,0,0.03753,success,0.01000,0.93381,0.01000,0.02687,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,31,expected_cost_replanner,diagnostic_staging,1,0,0,0,0,0,1.65040,0,0.03753,success,0.01000,0.93381,0.01000,0.02687,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,31,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.48821,0,0.21594,success,0.21026,0.71477,0.07841,0.07757,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,31,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.65040,0,0.03753,success,0.01000,0.93381,0.01000,0.02687,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,31,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.65040,0,0.03753,success,0.01000,0.93381,0.01000,0.02687,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,31,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.65040,0,0.03753,success,0.01000,0.93381,0.01000,0.02687,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,31,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.65040,0,0.03753,success,0.01000,0.93381,0.01000,0.02687,0.10761,0.11991,0.01000,0.02207,2.51699
open_easy,1,32,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.99753,0,0.12278,success,0.01000,0.19889,0.01000,0.10476,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,32,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.57109,0,0.02737,success,0.01000,0.92685,0.01000,0.01664,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,32,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.99753,0,0.12278,success,0.01000,0.19889,0.01000,0.10476,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,32,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.43701,0,0.13873,success,0.01000,0.84115,0.05911,0.07803,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,32,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.57109,0,0.02737,success,0.01000,0.92685,0.01000,0.01664,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,32,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.57109,0,0.02737,success,0.01000,0.92685,0.01000,0.01664,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,32,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.57109,0,0.02737,success,0.01000,0.92685,0.01000,0.01664,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,32,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.57109,0,0.02737,success,0.01000,0.92685,0.01000,0.01664,0.10388,0.10785,0.01000,0.07591,2.56892
open_easy,1,33,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.94371,0,0.37613,success,0.04171,0.22653,0.02600,0.31787,0.12363,0.14113,0.09675,0.05998,2.50908
open_easy,1,33,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.68208,0,0.06506,success,0.01000,0.93136,0.01000,0.05438,0.12363,0.14113,0.09675,0.05998,2.50908
open_easy,1,33,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.94371,0,0.37613,success,0.04171,0.22653,0.02600,0.31787,0.12363,0.14113,0.09675,0.05998,2.50908
open_easy,1,33,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.63545,0,0.06386,success,0.08654,0.49315,0.01000,0.01000,0.12363,0.14113,0.09675,0.05998,2.50908
open_easy,1,33,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.68208,0,0.06506,success,0.01000,0.93136,0.01000,0.05438,0.12363,0.14113,0.09675,0.05998,2.50908
